"concept_id:ID","name",":LABEL"
"52a6e5f61ba09709362264764ca7e31f6c57710bbd6f1c753f8354c9c3a4b5e5","adjustment","Concept"
"af3c5c7c0263fa1ecd6c676082b4d4a2e773d96468a5d6517e85b97f00b9911f","release","Concept"
"9f097a658841ed55598fb167f560c6dcb6d94185de21590f266f4469494d9e21","operating","Concept"
"8763bdad543dbf1564d713502501e209fa70c5a915ef8e5501389d44b9cc64a4","key_value_store","Concept"
"03065ff6eb7b3f7d4d755eee0a1fa0a5b492bac220e139c541d14b61b152a475","magnetic disk","Concept"
"ca6f552b7acfed35cf7da22df4b493783a54b498794b9e45fe76532ac956590c","management","Concept"
"b1f17b556493e038b4989e62160733d0fccfb962abd11fc13d57eb8b551171c0","storing","Concept"
"e82f6dcd792a76edcc5f940828c553bd8881d52ea0ad66244faf92ec179963a1","form","Concept"
"e63552456203d26dd5d0be376dc6228d17398391e5cb2a6fc1f9ecbff643dcc2","transmission","Concept"
"3d2ed4041a1ad81a588fdafadf7ddfe5eb77249fee514eac65db83418fd5e384","warning","Concept"
"47df97fa863b7b37585078edb7043e98b7b0b047334adf9e7a1493c8762d6e4a","segment","Concept"
"47f95a6f22990401d1ff5d5ff31d325d9a9e743a3ddeea82364387dbf1d443d1","log forwarding-disabled","Concept"
"74808414654132fd49ec94ddcfa96d0fb33b2b5219118bc3216a41606cc0cefc","shutting down","Concept"
"a00144d69741f25cdd89f2754dcf32fe580ede130c176a2f08ef65306bb0f555","packet","Concept"
"37cc5e2ca052a16719d974cf4769a15245259284220ee26fc92867ab1f6fba45","stream","Concept"
"7b28002b8010dc3598ff896ca7939eddcd398bfbf3f2ca39eebfcebad8ecad8e","bucket","Concept"
"49e7c89b30fb675baed44b785c527c1a468e25128e3065c58be7691aed013463","handover","Concept"
"a66e401e4d6cd68d549a09633fa070f6963b02307022d48953685ac0844891b3","measure","Concept"
"7436d94bd0364e2a6ebf65b4804390c8fe1fe27dfda587a4d17a49686b448573","credential","Concept"
"258a899ea9b2725993fc52b848b247f9dec4fd1d15ec9ddb6ef31cd3e3b2648a","ratio","Concept"
"b6a6e87096d0e46e86ff3b158b39516884b47203b42e1c9b353497803bdfa3ef","display","Concept"
"7e772fb4cc2293e794250fd95ecdb8dbadd88eb01387e73e14f08bbac678a81b","planning","Concept"
"71c54d7c653d3aa2d2c9e80b5685d9adf70cd2b2f4192e61ccb19caf483addea","integration","Concept"
"9da930e02de741d793373d44ab2bfeedd060990eba60a698ffee70301176e833","workstation","Concept"
"202aecc7238dc4251577160d4d471345a8cdad1f8bbb99bd73a81501f2244924","analytics","Concept"
"037599484898d9e07f046ccf2f78dee867e43d45ee0c54c5936eb828f418cca9","balance","Concept"
"e6db6b8ba72fb4619513ad8cd88c63177dd91ae8e74132ccc52457a47abeba84","service","Concept"
"3c1b56b6e56b535bc308afc0468f11036a6236de6b5b1bfa9a470068d0a48f2b","service disruption","Concept"
"c729d2394e115eaa71ef68bc812067172710100fe3f42625755a7bc6ff59b06e","compilation","Concept"
"5842f695e99d5721fe5ed377f439d9464c2af18e1503125a0cd877ca7fbe74ed","resolving","Concept"
"66218a5045b1d57568fd6b4c63533f8ff3c33e5172b1eedd59942caa49fc3119","importance","Concept"
"bf0bd81d041c39fa5e3dac78cd870e2c76f9e47c825eb1fd4b2d80794cf1e094","character","Concept"
"4d1a234f12ca6a740296f8eb76b849bc5fdf293afc7e8603f793f4ff67a1b6c0","okay","Concept"
"791e0e0918e4da3da8ad7d03567e8806bab0fd79ebcee3ab79c718ab5d9d9f33","congestion","Concept"
"23b62d24d31e7ab1598b63adfac5fbf7a742e465d359d3232d9853d2183807e5","nightly","Concept"
"e42e2fe259102c17043c1e005bd417457aa641c57e8e676a26ac95ad931c9ca9","handle","Concept"
"b427711a3d3b2e0ea50038297248c768fdc92a7e005adf15833a3b9a9ec41d54","hierarchy","Concept"
"428b6906dc6e00c86a8c6fe97c3e6d838c844ea56be2c74761d8467192174449","准备工作","Concept"
"ed6ad3f79e20930a81f20dbb2f52ed7c9a5186112ed5a4e5b528ef6082ebea1d","assist","Concept"
"095e0c80ef0864b158ba05af3ac9f4cca9218891a619aa30e1f49e156bbbb240","containment","Concept"
"ab89eb716ec54e6c1c03aee64d0f13ca7f2715a3d1493166c50ec249e3c55f32","追赶","Concept"
"257a8f2306606f110bf68fd5480b13c8b26408628c5c3c46df1177234aae0719","latest","Concept"
"af0eb4cf4074e41b9c72e21226d78a8998bcc7ad9721cb880aca633d6c56dd12","usage","Concept"
"f0311883421274449c629c779dbee291097e7c60c44b10f43f01cfe4ce55e168","confirming","Concept"
"3bb15f860a137cabac06c515061600e761575a99aad1c2eb51835181217eb433","queue full","Concept"
"b54ac3cabc1618c2e373939319c98f591c997c4a411a3ef890d5cea85b6a5615","errors","Concept"
"857c221712e1eb0aeed7c3cf1d7f2f7f4ec4fa8de8cd02b52e1e04b529023e28","letter","Concept"
"2dfb685b4fafef7c9f785d8fc54b9230a07dc7f4d4fb1eefd94cd89bf1fd959a","resolution","Concept"
"f2b570a540a5716e22268dbe3f8dd8fae03936123eb5686b6e7612a24ade48b6","监控","Concept"
"cf465638603b3a33826fa82a886fe89623423c589409fb0176df7c4e58107a23","exceed","Concept"
"54803cf097df61916f02c01daf9a41932c61ca6b86866986865ae6443d3f97b6","label","Concept"
"2f83c730362ddda3d7f2a02c1638fb84df4d46e76c7236be9cf2969ddcdad7ea","tunnel","Concept"
"af426bca21a89ddbd3b22ffe8698a51b782e86a45f2e983a6c4fc147ea40ea73","config","Concept"
"c4c484390c0911bad2f3c7163cc558e30b157157e172c9eac62fd010ad2fb4c3","abnormal","Concept"
"70b80f434b56450d0cf9568cb6532d63629150d6f6a588d9916d4b9555282124","teammate","Concept"
"24edab09a65e492411e61f5db348b7a5b2f2e7a775b799ea06a01249f4bd537a","current","Concept"
"cf1ac02fc1dbc5b8cb2b25553aa43e6d76e05a6087a955a313e12416024f9969","container","Concept"
"a36a4b61afcf1c97c67c31d24b61228981eaf7aab5a15aa5bca7bed8792f0641","finance","Concept"
"b289ea6cf44be0b1beefb8ff6fde15d5cc3c479d88ebe20b4b5d5e2d1503f21a","correction","Concept"
"b4530e34850963c303114d0201ae1cc893b9e78ada8f93e78c852e535869ec56","facility","Concept"
"e9b52e83a2497e9656a7b6030ddf5175d54c4f991cacebd04f074ae42e103c3e","person","Concept"
"a55108a840d1095eba2e0d7833f5dbeb60585ca12faa7cc39b0bcbe9e875dc89","change","Concept"
"785741b88b711bc12d0ac8c4406f6c05704b06d217c060f0d61d03a6398e502e","implementation","Concept"
"588451911ac254048fed43ec1604fb586e9e363eac2b6297a8959c7af47c547c","facilities","Concept"
"57a498bd8b4557e41cb00d442c4029d7bd79830f5f2205b623bf313a6782297f","database","Concept"
"c20b8f136a1e8db13652ba66a23ca7e372695c2982cf2f918930707e54cf56bd","cyberattack","Concept"
"f469664300b594061088be2812777f3db9f23140cc783e184d31152227854620","f5vpn","Concept"
"253e37bcf29db7786929f2be2215456f109cf95976a74a0431da2d4b18342a7e","consultancy","Concept"
"9be24be73a0361d22531914b8dd6ff7f3ba7ae139f394d2e46f759297c1651b4","system monitoring","Concept"
"e208840e4f6f25e9e4e0d772bf6e8bec6105672f374eba9628356d4ada04acb8","verification","Concept"
"4e0899e176792718c966ff075b54ce7b38194278d9b089c29072e28bf167e77c","celebration","Concept"
"b622e6185816d8dc132f460b75fb17bb5de5db4e9f3d62854f4733168854d73d","logshipping","Concept"
"1634c784fa153027c547446e46585352adc2b8be709c9aed838409b59700650f","limitation","Concept"
"57c06cc4905ca154ae81b88022a2b7ecbda67614cd40f146eb4656c99e44aad0","授權","Concept"
"7749fc12a45bfaa3ebe56bcc410d385b8f3c23fe3ad5cbf928161fcda241c582","ability","Concept"
"3e7d416d51de31e7c1da0d3b3b1b1c3bd8e09bd2dd4ead98e07680f068c78266","field","Concept"
