":START_ID",":END_ID","relation",":TYPE"
"A人員","36ab9cf1a664dceaf11948ff5989281c3476d986af6f459594e7199679f1f5dd","has_concept","Concept"
"A人員","13b8969c479661d25b0b223b24de224d198ce2b2948c2906b57960b385a3aa91","has_concept","Concept"
"A人員","ab2bf0bd01dcc28648b33fb080484ec95ef423d12a1b5db3315e20921e63b465","has_concept","Concept"
"A人員","ce1bcf7dce13915aecbd6e834bc2b0f5ab40a93824dc47e5771566985027f018","has_concept","Concept"
"F客戶","f85b5d9a35c23892a7ca45cdff353baf28a7d97cae3a57dc8473786a76f83a5a","has_concept","Concept"
"F客戶","e6db6b8ba72fb4619513ad8cd88c63177dd91ae8e74132ccc52457a47abeba84","has_concept","Concept"
"F客戶","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"2025/12/26 15:00 至 2025/12/26 16:00","f40d2ba40494c39d90e673688bbd1c5242ab60ccd87288cc180d5cad489844d9","has_concept","Concept"
"2025/12/26 15:00 至 2025/12/26 16:00","e8289c0ca8f40177dd860b6bc7635be1483d86f261dad35b4e1eaaf696fb0655","has_concept","Concept"
"2025/12/26 15:00 至 2025/12/26 16:00","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"維護","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"維護","00ac04aa45ebca8ac0ca3d346b16c79bec24a76966a03d5d4798ea37a96de387","has_concept","Concept"
"維護","30dbdb5527e51a93331b9cf9c4f8ee4b14730af000f29912ef14f9e577ad9cac","has_concept","Concept"
"splunk_銀行處","fd22906f2be430162615adc2a3514846a16cd16be24664a4842242c469b9d01e","has_concept","Concept"
"splunk_銀行處","a36a4b61afcf1c97c67c31d24b61228981eaf7aab5a15aa5bca7bed8792f0641","has_concept","Concept"
"splunk_銀行處","cc2459a768fed8b7225f438ccfe6e10813e81befaf57e236a2a48a282313ce57","has_concept","Concept"
"12月月維護","a347b03ce0df2d01744d01d326b33494aecc1eca179b70ebcb0056636dfd03c6","has_concept","Concept"
"12月月維護","c3793cdae5e30eb194e1021463dae645578abb6474379ea252911b23e3617d1f","has_concept","Concept"
"12月月維護","cfecdc96b85c03f549d95abdee07c60985926c1879efcf076597b05151852a77","has_concept","Concept"
"9.3.3/2025.02.26","ad254d23eb4605ec82120ac71eb8e0618eafb285f8178aac7b9fadd9c023f8cd","has_concept","Concept"
"9.3.3/2025.02.26","a4c86e172162e24bd229adfca0bd3e819948e83ae69672889c6db6224c45f1eb","has_concept","Concept"
"9.3.3/2025.02.26","af3c5c7c0263fa1ecd6c676082b4d4a2e773d96468a5d6517e85b97f00b9911f","has_concept","Concept"
"系統版本","a4c86e172162e24bd229adfca0bd3e819948e83ae69672889c6db6224c45f1eb","has_concept","Concept"
"系統版本","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"系統版本","e1570abbf8ae7a0e7761be1ee9df7e697d2f4c0998f0bed5e6e5048c46974852","has_concept","Concept"
"10.0.2/2025.11.14","a4c86e172162e24bd229adfca0bd3e819948e83ae69672889c6db6224c45f1eb","has_concept","Concept"
"10.0.2/2025.11.14","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"10.0.2/2025.11.14","af3c5c7c0263fa1ecd6c676082b4d4a2e773d96468a5d6517e85b97f00b9911f","has_concept","Concept"
"處理工程師為 A人員 進行時間為 2025/12/26 15:00 至 2025/12/26 16:00","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"處理工程師為 A人員 進行時間為 2025/12/26 15:00 至 2025/12/26 16:00","3f9fa84decab22650bf240db5c98969e7e5a2150decff0002424d4aa1d63b509","has_concept","Concept"
"處理工程師為 A人員 進行時間為 2025/12/26 15:00 至 2025/12/26 16:00","c9c60b238514644bdf1962ba5bdea2e7cce6a47f398f4f4cdc9cd8347ddaae8a","has_concept","Concept"
"處理工程師為 A人員 進行時間為 2025/12/26 15:00 至 2025/12/26 16:00","1793a338d883c3174628bda41de1c40a8956e795406ae9749865b818f1b40784","has_concept","Concept"
"處理工程師為 A人員 進行時間為 2025/12/26 15:00 至 2025/12/26 16:00","162864099d0eef8fcfe22c26979bf9bd716381fec0c5e80b07c128a302e16b73","has_concept","Concept"
"狀態描述 (Description): splunk_銀行處12月月維護","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"狀態描述 (Description): splunk_銀行處12月月維護","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"狀態描述 (Description): splunk_銀行處12月月維護","8cbfebfa699ba5216fe74424ad6fcfd1450ecbef971b5987a6e45663ccad86d7","has_concept","Concept"
"狀態描述 (Description): splunk_銀行處12月月維護","e9b154398d8f4ac3c17e09632ac25cb838f9317e2d9126f7e55a3e0203070183","has_concept","Concept"
"狀態描述 (Description): splunk_銀行處12月月維護","1793a338d883c3174628bda41de1c40a8956e795406ae9749865b818f1b40784","has_concept","Concept"
"處置動作 (Action): 1.授權用量 : 建議擴充 -授權量 : 375 GB -平均授權使用量 : 1276GB","0fd90a2b1c8843af19b9cad93e0bf5f6e10e760dcc1bc1762454a0560af66888","has_concept","Concept"
"處置動作 (Action): 1.授權用量 : 建議擴充 -授權量 : 375 GB -平均授權使用量 : 1276GB","0944b0b414c99676b48ab681e2539bbae52a1b58fa634e9befbae75debd43659","has_concept","Concept"
"處置動作 (Action): 1.授權用量 : 建議擴充 -授權量 : 375 GB -平均授權使用量 : 1276GB","af0eb4cf4074e41b9c72e21226d78a8998bcc7ad9721cb880aca633d6c56dd12","has_concept","Concept"
"處置動作 (Action): 1.授權用量 : 建議擴充 -授權量 : 375 GB -平均授權使用量 : 1276GB","279708d8f6facb935aeea1c67fb0d7fe63c41ccfedd7fa4905365b2d09813590","has_concept","Concept"
"處置動作 (Action): 1.授權用量 : 建議擴充 -授權量 : 375 GB -平均授權使用量 : 1276GB","0b893e18cf48e39da90f7fee252f03ba3cb0a7466318380a8ff30addbc78ab57","has_concept","Concept"
"處置動作 (Action): 2.伺服器效能 : 無","57679650bd0e93b030261016a35c89171cc4238d92b696bbf47d5629ab96f0b4","has_concept","Concept"
"處置動作 (Action): 2.伺服器效能 : 無","9449a0cacd73cdfbecdd096f00ebb62a26d76bdde7c68f62b35df0e63d9646d5","has_concept","Concept"
"處置動作 (Action): 2.伺服器效能 : 無","af15fd27a1f42efc4a332084a70a0d8bc27efb6f4a3c9e69a5d546d44c242237","has_concept","Concept"
"處置動作 (Action): 2.伺服器效能 : 無","c94c9a28abba90ccb903eb14185d6a9c891e91382e9bfc1c8fb54a0bbd1cb1e7","has_concept","Concept"
"處置動作 (Action): 3.系統優化建議 : 無","f85b5d9a35c23892a7ca45cdff353baf28a7d97cae3a57dc8473786a76f83a5a","has_concept","Concept"
"處置動作 (Action): 3.系統優化建議 : 無","861fb7eb7b8c0d9383629f3b0323d6b70ca536a073225360ddb9e184ee901ad7","has_concept","Concept"
"處置動作 (Action): 3.系統優化建議 : 無","cc324bf5d69ff2286c0a48a30daa07fcfc8e397a33fa663e416fdb11cc56fe16","has_concept","Concept"
"處置動作 (Action): 4.版本更新 : 建議更新 當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14","05993b70fb3cfe8764221b15f8aaa151022da09204d138ef3928275c2bc795f8","has_concept","Concept"
"處置動作 (Action): 4.版本更新 : 建議更新 當前版本：9.3.3/2025.02.26 最新版本：10.0.2/2025.11.14","72e7a9afc3f54882c234570c28dbef421a3add4baf056a49bdd1fe322881b1f9","has_concept","Concept"
